Trial,Participant,Run,Trial_Type,Value1,Value2,Side_First_Cue,Chose_to_reveal,Choice,NumMoves,Left,Rank1,Rank2,Correct,Value3,Value4,Rank3,Rank4,Values
102,9,3,Attribute,0.5,0.3,1,[ 4.  3.],1,2,1,3,2,1,70,70,1,1,"[0.5, 0.3, 70.0, 70.0]"
103,9,3,Option,70,0.7,2,[],2,0,0,4,4,1,,,,,"[0.1, 0.7, 30.0, 70.0]"
104,9,3,Attribute,0.3,0.5,2,[ 1.],1,1,1,2,3,1,90,,2,,"[90.0, 30.0, 0.5, 0.3]"
105,9,3,Attribute,0.9,0.9,1,[ 4.  3.],1,2,1,5,5,1,70,90,1,2,"[0.9, 0.9, 90.0, 70.0]"
106,9,3,Attribute,0.1,0.9,1,[],2,0,0,1,5,1,,,,,"[0.1, 0.9, 90.0, 70.0]"
107,9,3,Option,30,0.5,1,[ 2.],1,1,1,2,3,1,0.1,,-2,,"[0.5, 0.1, 30.0, 50.0]"
108,9,3,Option,90,0.7,2,[],2,0,0,5,4,1,,,,,"[70.0, 90.0, 0.5, 0.7]"
109,9,3,Option,0.7,90,2,[],2,0,0,4,5,1,,,,,"[0.9, 0.7, 30.0, 90.0]"
110,9,3,Option,0.1,50,2,[ 3.  1.],1,2,1,1,3,0,0.1,30,-2,-1,"[30.0, 50.0, 0.1, 0.1]"
111,9,3,Option,30,0.5,2,[ 1.  3.],1,2,1,2,3,1,0.5,50,0,0,"[0.5, 0.5, 50.0, 30.0]"
112,9,3,Option,70,0.3,1,[],1,0,1,4,2,1,,,,,"[0.3, 0.3, 70.0, 30.0]"
113,9,3,Attribute,50,10,2,[],2,0,0,3,1,1,,,,,"[0.5, 0.5, 10.0, 50.0]"
114,9,3,Attribute,0.5,0.1,2,[],2,0,0,3,1,1,,,,,"[0.1, 0.5, 50.0, 90.0]"
115,9,3,Option,50,0.3,2,[ 3.],2,1,0,3,2,1,0.1,,-2,,"[10.0, 50.0, 0.1, 0.3]"
116,9,3,Option,0.7,90,1,[],1,0,1,4,5,1,,,,,"[0.7, 0.1, 90.0, 50.0]"
117,9,3,Attribute,30,50,1,[ 4.],2,1,0,2,3,1,0.9,,2,,"[30.0, 50.0, 0.3, 0.9]"
118,9,3,Attribute,70,30,1,[ 4.],1,1,1,4,2,0,0.3,,-1,,"[70.0, 30.0, 0.1, 0.3]"
119,9,3,Attribute,50,70,1,[ 1.],2,1,0,3,4,1,0.3,,-1,,"[0.3, 0.3, 50.0, 70.0]"
120,9,3,Attribute,90,30,2,[],2,0,0,5,2,1,,,,,"[0.5, 0.9, 30.0, 90.0]"
121,9,4,Option,0.9,50,2,[ 3.],1,1,1,5,3,0,30,,-1,,"[0.1, 0.9, 30.0, 50.0]"
122,9,4,Option,30,0.3,1,[],2,0,0,2,2,1,,,,,"[30.0, 50.0, 0.3, 0.7]"
123,9,4,Option,0.7,30,1,[ 4.],1,1,1,4,2,1,0.3,,-1,,"[30.0, 10.0, 0.7, 0.3]"
124,9,4,Attribute,0.3,0.1,2,[],2,0,0,2,1,1,,,,,"[0.1, 0.3, 50.0, 30.0]"
125,9,4,Attribute,0.3,0.3,1,[ 4.  3.],2,2,0,2,2,1,30,10,-1,-2,"[0.3, 0.3, 10.0, 30.0]"
126,9,4,Option,10,0.9,2,[ 3.],2,1,0,1,5,0,90,,2,,"[0.3, 0.9, 90.0, 10.0]"
127,9,4,Option,0.1,70,1,[ 2.  4.],2,2,0,1,4,0,0.1,50,-2,0,"[0.1, 0.1, 70.0, 50.0]"
128,9,4,Attribute,0.1,0.9,1,[],2,0,0,1,5,1,,,,,"[70.0, 70.0, 0.1, 0.9]"
129,9,4,Option,90,0.9,1,[],1,0,1,5,5,1,,,,,"[0.9, 0.3, 90.0, 70.0]"
130,9,4,Option,0.3,90,2,[ 3.],2,1,0,2,5,1,0.3,,-1,,"[70.0, 90.0, 0.3, 0.3]"
131,9,4,Option,50,0.5,1,[ 2.],2,1,0,3,3,1,0.9,,2,,"[0.5, 0.9, 50.0, 50.0]"
132,9,4,Option,70,0.7,2,[],2,0,0,4,4,1,,,,,"[70.0, 70.0, 0.1, 0.7]"
133,9,4,Attribute,0.9,0.3,1,[],1,0,1,5,2,1,,,,,"[50.0, 90.0, 0.9, 0.3]"
134,9,4,Option,10,0.7,1,[ 4.],2,1,0,1,4,1,50,,0,,"[0.7, 0.3, 10.0, 50.0]"
135,9,4,Attribute,70,30,1,[ 2.],1,1,1,4,2,1,0.1,,-2,,"[0.7, 0.1, 70.0, 30.0]"
136,9,4,Option,0.9,10,1,[ 4.],2,1,0,5,1,1,50,,0,,"[0.9, 0.3, 10.0, 50.0]"
137,9,4,Attribute,0.7,0.9,2,[],1,0,1,4,5,1,,,,,"[0.9, 0.7, 90.0, 50.0]"
138,9,4,Option,50,0.3,2,[ 1.],2,1,0,3,2,1,0.1,,-2,,"[0.1, 0.3, 70.0, 50.0]"
139,9,4,Option,0.1,70,2,[],1,0,1,1,4,1,,,,,"[0.3, 0.1, 90.0, 70.0]"
140,9,4,Attribute,90,10,2,[],2,0,0,5,1,1,,,,,"[10.0, 90.0, 0.5, 0.1]"
141,9,4,Option,0.3,50,1,[],2,0,0,2,3,0,,,,,"[50.0, 10.0, 0.3, 0.5]"
142,9,4,Attribute,30,50,1,[ 2.  1.],1,2,1,2,3,1,0.5,0.9,0,2,"[0.9, 0.5, 30.0, 50.0]"
143,9,4,Attribute,90,10,1,[],1,0,1,5,1,1,,,,,"[90.0, 10.0, 0.9, 0.5]"
144,9,4,Attribute,0.9,0.7,2,[],2,0,0,5,4,0,,,,,"[70.0, 10.0, 0.7, 0.9]"
145,9,4,Attribute,0.5,0.5,1,[ 2.  1.],1,2,1,3,3,1,30,70,-1,1,"[70.0, 30.0, 0.5, 0.5]"
146,9,4,Option,30,0.1,2,[],1,0,1,2,1,1,,,,,"[90.0, 30.0, 0.1, 0.1]"
147,9,4,Attribute,0.5,0.1,2,[],2,0,0,3,1,1,,,,,"[70.0, 30.0, 0.1, 0.5]"
148,9,4,Option,0.5,30,2,[ 1.  3.],2,2,0,3,2,1,0.3,10,-1,-2,"[0.3, 0.5, 10.0, 30.0]"
149,9,4,Attribute,10,70,2,[],1,0,1,1,4,1,,,,,"[70.0, 10.0, 0.5, 0.1]"
150,9,4,Option,0.7,90,2,[],2,0,0,4,5,1,,,,,"[10.0, 90.0, 0.7, 0.7]"
151,9,4,Attribute,50,90,1,[],2,0,0,3,5,1,,,,,"[50.0, 90.0, 0.9, 0.5]"
152,9,4,Option,0.5,10,1,[ 4.  2.],2,2,0,3,1,1,50,0.5,0,0,"[0.5, 0.5, 10.0, 50.0]"
153,9,4,Attribute,0.1,0.5,2,[],1,0,1,1,3,1,,,,,"[50.0, 50.0, 0.5, 0.1]"
154,9,4,Option,90,0.1,2,[ 3.],1,1,1,5,1,0,10,,-2,,"[0.3, 0.1, 10.0, 90.0]"
155,9,4,Attribute,30,50,2,[],1,0,1,2,3,1,,,,,"[0.9, 0.1, 50.0, 30.0]"
156,9,4,Option,70,0.5,1,[ 4.  2.],1,2,1,4,3,1,0.9,10,2,-2,"[70.0, 10.0, 0.5, 0.9]"
157,9,4,Attribute,50,70,2,[],1,0,1,3,4,0,,,,,"[70.0, 50.0, 0.5, 0.9]"
158,9,4,Attribute,10,30,1,[ 3.],2,1,0,1,2,1,0.1,,-2,,"[10.0, 30.0, 0.1, 0.5]"
159,9,4,Attribute,0.7,0.7,1,[ 4.],2,1,0,4,4,1,90,,2,,"[0.7, 0.7, 50.0, 90.0]"
160,9,4,Attribute,70,90,2,[ 2.],1,1,1,4,5,0,0.7,,1,,"[0.3, 0.7, 90.0, 70.0]"
161,9,5,Option,0.9,10,1,[],1,0,1,5,1,1,,,,,"[10.0, 70.0, 0.9, 0.1]"
162,9,5,Option,0.3,30,2,[ 1.  3.],2,2,0,2,2,1,0.3,10,-1,-2,"[0.3, 0.3, 10.0, 30.0]"
163,9,5,Attribute,10,10,2,[ 2.  1.],2,2,0,1,1,1,0.7,0.1,1,-2,"[0.1, 0.7, 10.0, 10.0]"
164,9,5,Option,30,0.1,1,[],2,0,0,2,1,1,,,,,"[0.1, 0.9, 30.0, 90.0]"
165,9,5,Attribute,50,50,1,[],1,0,1,3,3,0,,,,,"[0.1, 0.9, 50.0, 50.0]"
166,9,5,Attribute,50,50,2,[ 2.  1.],2,2,0,3,3,1,0.7,0.5,1,0,"[0.5, 0.7, 50.0, 50.0]"
167,9,5,Option,0.1,10,1,[],2,0,0,1,1,1,,,,,"[10.0, 90.0, 0.1, 0.9]"
168,9,5,Option,50,0.1,1,[ 2.],1,1,1,3,1,0,10,,-2,,"[50.0, 10.0, 0.1, 0.9]"
169,9,5,Attribute,10,90,1,[],2,0,0,1,5,1,,,,,"[0.3, 0.7, 10.0, 90.0]"
170,9,5,Attribute,0.5,0.3,2,[ 3.  4.],2,2,0,3,2,1,50,90,0,2,"[0.3, 0.5, 50.0, 90.0]"
171,9,5,Attribute,30,10,2,[],2,0,0,2,1,1,,,,,"[10.0, 30.0, 0.9, 0.3]"
172,9,5,Attribute,0.5,0.9,1,[],2,0,0,3,5,1,,,,,"[0.5, 0.9, 30.0, 30.0]"
173,9,5,Option,0.9,50,2,[],2,0,0,5,3,1,,,,,"[50.0, 50.0, 0.5, 0.9]"
174,9,5,Option,10,0.5,1,[],2,0,0,1,3,1,,,,,"[10.0, 30.0, 0.5, 0.5]"
175,9,5,Attribute,70,70,2,[ 4.],2,1,0,4,4,1,0.9,,2,,"[70.0, 70.0, 0.1, 0.9]"
176,9,5,Attribute,0.7,0.5,1,[],1,0,1,4,3,0,,,,,"[10.0, 70.0, 0.7, 0.5]"
177,9,5,Option,10,0.9,2,[ 3.],2,1,0,1,5,1,0.1,,-2,,"[10.0, 10.0, 0.1, 0.9]"
178,9,5,Attribute,70,70,1,[ 4.],1,1,1,4,4,1,0.1,,-2,,"[70.0, 70.0, 0.5, 0.1]"
179,9,5,Attribute,0.9,0.3,1,[],1,0,1,5,2,1,,,,,"[0.9, 0.3, 90.0, 10.0]"
180,9,5,Option,0.5,90,2,[ 3.],2,1,0,3,5,1,0.1,,-2,,"[10.0, 90.0, 0.1, 0.5]"
181,9,5,Option,90,0.5,1,[],1,0,1,5,3,1,,,,,"[90.0, 30.0, 0.5, 0.9]"
182,9,5,Attribute,90,30,2,[],2,0,0,5,2,1,,,,,"[0.5, 0.9, 30.0, 90.0]"
183,9,5,Option,90,0.7,2,[],2,0,0,5,4,1,,,,,"[30.0, 90.0, 0.5, 0.7]"
184,9,5,Attribute,0.7,0.7,2,[ 2.  1.],2,2,0,4,4,1,50,10,0,-2,"[10.0, 50.0, 0.7, 0.7]"
185,9,5,Attribute,0.9,0.1,2,[],2,0,0,5,1,1,,,,,"[0.1, 0.9, 50.0, 70.0]"
186,9,5,Option,0.1,50,2,[],1,0,1,1,3,0,,,,,"[30.0, 50.0, 0.1, 0.1]"
187,9,5,Option,50,0.3,2,[],1,0,1,3,2,1,,,,,"[90.0, 50.0, 0.3, 0.3]"
188,9,5,Option,70,0.9,1,[],1,0,1,4,5,1,,,,,"[0.9, 0.7, 70.0, 10.0]"
189,9,5,Attribute,0.1,0.5,1,[ 3.],2,1,0,1,3,1,50,,0,,"[0.1, 0.5, 50.0, 50.0]"
190,9,5,Option,0.5,90,1,[ 4.],1,1,1,3,5,1,0.3,,-1,,"[90.0, 50.0, 0.5, 0.3]"
191,9,5,Attribute,0.1,0.9,2,[],1,0,1,1,5,1,,,,,"[0.9, 0.1, 70.0, 70.0]"
192,9,5,Option,0.7,70,2,[],2,0,0,4,4,1,,,,,"[0.5, 0.7, 10.0, 70.0]"
193,9,5,Attribute,90,30,1,[],1,0,1,5,2,1,,,,,"[0.9, 0.5, 90.0, 30.0]"
194,9,5,Option,0.7,70,1,[],1,0,1,4,4,1,,,,,"[0.7, 0.9, 70.0, 10.0]"
195,9,5,Option,70,0.3,2,[ 1.  3.],1,2,1,4,2,1,0.3,90,-1,2,"[0.3, 0.3, 90.0, 70.0]"
196,9,5,Option,30,0.7,2,[],2,0,0,2,4,1,,,,,"[0.3, 0.7, 50.0, 30.0]"
197,9,5,Option,0.3,30,1,[ 2.  4.],2,2,0,2,2,1,0.1,90,-2,2,"[0.3, 0.1, 30.0, 90.0]"
198,9,5,Attribute,0.3,0.1,1,[ 2.],1,1,1,2,1,1,10,,-2,,"[50.0, 10.0, 0.3, 0.1]"
199,9,5,Attribute,30,90,1,[],2,0,0,2,5,1,,,,,"[30.0, 90.0, 0.5, 0.7]"
200,9,5,Attribute,0.3,0.7,2,[],1,0,1,2,4,0,,,,,"[10.0, 90.0, 0.7, 0.3]"
1,10,1,Attribute,0.7,0.7,2,[ 1.],2,1,0,4,4,1,10,,-2,,"[10.0, 50.0, 0.7, 0.7]"
2,10,1,Option,0.5,90,2,[],2,0,0,3,5,1,,,,,"[10.0, 90.0, 0.9, 0.5]"
3,10,1,Attribute,0.5,0.1,1,[],1,0,1,3,1,1,,,,,"[0.5, 0.1, 30.0, 10.0]"
4,10,1,Option,70,0.7,1,[],1,0,1,4,4,1,,,,,"[0.7, 0.5, 70.0, 90.0]"
5,10,1,Option,0.7,70,1,[],1,0,1,4,4,1,,,,,"[0.7, 0.3, 70.0, 50.0]"
6,10,1,Attribute,50,90,1,[ 2.],2,1,0,3,5,1,0.7,,1,,"[0.9, 0.7, 50.0, 90.0]"
7,10,1,Attribute,30,50,1,[ 4.],2,1,0,2,3,1,0.7,,1,,"[30.0, 50.0, 0.9, 0.7]"
8,10,1,Attribute,0.1,0.7,2,[],1,0,1,1,4,1,,,,,"[0.7, 0.1, 90.0, 50.0]"
9,10,1,Option,0.5,90,1,[ 2.],1,1,1,3,5,1,30,,-1,,"[90.0, 30.0, 0.5, 0.1]"
10,10,1,Attribute,0.9,0.5,1,[],1,0,1,5,3,1,,,,,"[0.9, 0.5, 50.0, 10.0]"
11,10,1,Attribute,70,10,2,[],2,0,0,4,1,1,,,,,"[10.0, 70.0, 0.9, 0.5]"
12,10,1,Option,0.3,50,2,[ 3.  1.],1,2,1,2,3,1,30,0.5,-1,0,"[0.5, 0.3, 30.0, 50.0]"
13,10,1,Attribute,0.5,0.3,2,[],2,0,0,3,2,1,,,,,"[0.3, 0.5, 10.0, 50.0]"
14,10,1,Attribute,10,90,1,[ 2.],2,1,0,1,5,1,0.9,,2,,"[0.9, 0.9, 10.0, 90.0]"
15,10,1,Option,30,0.9,1,[ 4.],1,1,1,2,5,1,10,,-2,,"[0.9, 0.7, 30.0, 10.0]"
16,10,1,Option,50,0.3,2,[ 1.  3.],1,2,1,3,2,1,50,0.7,0,1,"[50.0, 50.0, 0.7, 0.3]"
17,10,1,Attribute,90,30,2,[ 2.],2,1,0,5,2,1,0.9,,2,,"[0.3, 0.9, 30.0, 90.0]"
18,10,1,Attribute,30,30,2,[ 3.  4.],1,2,1,2,2,1,0.5,0.3,0,-1,"[30.0, 30.0, 0.5, 0.3]"
19,10,1,Option,90,0.7,2,[],2,0,0,5,4,1,,,,,"[70.0, 90.0, 0.7, 0.7]"
20,10,1,Option,0.7,50,2,[ 1.],2,1,0,4,3,1,0.1,,-2,,"[0.1, 0.7, 50.0, 50.0]"
21,10,1,Option,50,0.1,1,[],2,0,0,3,1,1,,,,,"[50.0, 70.0, 0.1, 0.9]"
22,10,1,Attribute,90,70,1,[ 1.],1,1,1,5,4,1,0.9,,2,,"[0.9, 0.9, 90.0, 70.0]"
23,10,1,Option,70,0.1,2,[],1,0,1,4,1,1,,,,,"[0.9, 0.1, 50.0, 70.0]"
24,10,1,Attribute,70,10,1,[],1,0,1,4,1,1,,,,,"[70.0, 10.0, 0.5, 0.3]"
25,10,1,Option,0.1,10,1,[],2,0,0,1,1,1,,,,,"[10.0, 70.0, 0.1, 0.9]"
26,10,1,Option,0.1,70,2,[ 1.],2,1,0,1,4,0,10,,-2,,"[10.0, 70.0, 0.9, 0.1]"
27,10,1,Option,10,0.5,1,[ 4.  2.],2,2,0,1,3,1,0.7,10,1,-2,"[10.0, 10.0, 0.5, 0.7]"
28,10,1,Option,10,0.3,2,[ 1.  3.],1,2,1,1,2,1,10,0.5,-2,0,"[10.0, 10.0, 0.5, 0.3]"
29,10,1,Attribute,10,70,2,[],1,0,1,1,4,1,,,,,"[0.5, 0.3, 70.0, 10.0]"
30,10,1,Option,0.9,10,1,[ 2.],1,1,1,5,1,1,10,,-2,,"[10.0, 10.0, 0.9, 0.7]"
31,10,1,Attribute,0.9,0.9,2,[ 3.],1,1,1,5,5,1,90,,2,,"[0.9, 0.9, 90.0, 70.0]"
32,10,1,Option,0.9,30,2,[],2,0,0,5,2,1,,,,,"[30.0, 30.0, 0.7, 0.9]"
33,10,1,Option,90,0.5,1,[],1,0,1,5,3,1,,,,,"[90.0, 50.0, 0.5, 0.5]"
34,10,1,Attribute,0.1,0.3,1,[],2,0,0,1,2,1,,,,,"[0.1, 0.3, 10.0, 70.0]"
35,10,1,Attribute,0.3,0.9,2,[],1,0,1,2,5,1,,,,,"[90.0, 10.0, 0.9, 0.3]"
36,10,1,Attribute,0.7,0.5,1,[],1,0,1,4,3,1,,,,,"[30.0, 10.0, 0.7, 0.5]"
37,10,1,Option,0.3,30,1,[],2,0,0,2,2,0,,,,,"[0.3, 0.1, 30.0, 50.0]"
38,10,1,Option,30,0.9,2,[],2,0,0,2,5,1,,,,,"[0.1, 0.9, 90.0, 30.0]"
39,10,1,Attribute,0.3,0.1,1,[],1,0,1,2,1,1,,,,,"[70.0, 50.0, 0.3, 0.1]"
40,10,1,Attribute,50,50,2,[ 1.],1,1,1,3,3,1,0.7,,1,,"[0.7, 0.5, 50.0, 50.0]"
41,10,2,Option,0.9,10,2,[],2,0,0,5,1,1,,,,,"[0.1, 0.9, 90.0, 10.0]"
42,10,2,Option,10,0.9,1,[],1,0,1,1,5,1,,,,,"[0.9, 0.3, 10.0, 10.0]"
43,10,2,Attribute,0.1,0.7,2,[],1,0,1,1,4,1,,,,,"[10.0, 50.0, 0.7, 0.1]"
44,10,2,Option,0.3,90,1,[ 2.],1,1,1,2,5,1,10,,-2,,"[90.0, 10.0, 0.3, 0.3]"
45,10,2,Option,30,0.7,2,[],2,0,0,2,4,1,,,,,"[10.0, 30.0, 0.5, 0.7]"
46,10,2,Option,0.7,90,1,[],1,0,1,4,5,1,,,,,"[90.0, 50.0, 0.7, 0.1]"
47,10,2,Option,0.5,50,1,[ 2.],2,1,0,3,3,1,0.7,,1,,"[0.5, 0.7, 50.0, 50.0]"
48,10,2,Attribute,0.3,0.9,2,[],1,0,1,2,5,0,,,,,"[0.9, 0.3, 10.0, 70.0]"
49,10,2,Option,50,0.5,2,[ 1.],1,1,1,3,3,1,0.7,,1,,"[0.7, 0.5, 70.0, 50.0]"
50,10,2,Option,0.3,50,2,[],1,0,1,2,3,1,,,,,"[90.0, 50.0, 0.7, 0.3]"
51,10,2,Attribute,0.3,0.5,1,[],2,0,0,2,3,1,,,,,"[0.3, 0.5, 30.0, 30.0]"
52,10,2,Attribute,70,50,1,[],1,0,1,4,3,1,,,,,"[0.9, 0.1, 70.0, 50.0]"
53,10,2,Option,0.1,70,1,[ 4.],1,1,1,1,4,1,10,,-2,,"[0.1, 0.3, 70.0, 10.0]"
54,10,2,Option,90,0.7,1,[],1,0,1,5,4,1,,,,,"[0.7, 0.7, 90.0, 10.0]"
55,10,2,Attribute,10,10,1,[ 3.],1,1,1,1,1,1,0.7,,1,,"[10.0, 10.0, 0.7, 0.5]"
56,10,2,Attribute,30,30,2,[ 1.  2.],1,2,1,2,2,1,0.5,0.1,0,-2,"[0.5, 0.1, 30.0, 30.0]"
58,10,2,Attribute,0.9,0.9,1,[ 1.],1,1,1,5,5,1,70,,1,,"[70.0, 10.0, 0.9, 0.9]"
59,10,2,Attribute,90,70,1,[],1,0,1,5,4,0,,,,,"[90.0, 70.0, 0.7, 0.9]"
60,10,2,Option,0.9,70,1,[],1,0,1,5,4,1,,,,,"[0.9, 0.9, 70.0, 10.0]"
61,10,2,Attribute,0.1,0.5,1,[],2,0,0,1,3,1,,,,,"[70.0, 70.0, 0.1, 0.5]"
62,10,2,Option,10,0.1,2,[],1,0,1,1,1,1,,,,,"[0.5, 0.1, 10.0, 10.0]"
63,10,2,Attribute,50,50,2,[ 3.  4.],1,2,1,3,3,1,0.5,0.3,0,-1,"[50.0, 50.0, 0.5, 0.3]"
64,10,2,Attribute,0.5,0.3,2,[],2,0,0,3,2,1,,,,,"[10.0, 10.0, 0.3, 0.5]"
65,10,2,Attribute,50,90,1,[ 4.],2,1,0,3,5,1,0.9,,2,,"[50.0, 90.0, 0.7, 0.9]"
66,10,2,Attribute,0.9,0.1,2,[],2,0,0,5,1,1,,,,,"[50.0, 90.0, 0.1, 0.9]"
67,10,2,Attribute,90,90,2,[ 3.],1,1,1,5,5,1,0.9,,2,,"[90.0, 90.0, 0.9, 0.1]"
68,10,2,Attribute,10,10,2,[ 3.],2,1,0,1,1,1,0.1,,-2,,"[10.0, 10.0, 0.1, 0.5]"
69,10,2,Option,90,0.1,2,[],1,0,1,5,1,1,,,,,"[0.5, 0.1, 30.0, 90.0]"
70,10,2,Attribute,0.7,0.7,2,[ 3.],2,1,0,4,4,1,10,,-2,,"[0.7, 0.7, 10.0, 90.0]"
71,10,2,Attribute,30,70,1,[],2,0,0,2,4,1,,,,,"[0.7, 0.7, 30.0, 70.0]"
72,10,2,Option,0.7,30,2,[],2,0,0,4,2,1,,,,,"[70.0, 30.0, 0.3, 0.7]"
73,10,2,Option,0.1,10,2,[],2,0,0,1,1,0,,,,,"[0.5, 0.1, 10.0, 10.0]"
74,10,2,Attribute,70,30,2,[],2,0,0,4,2,0,,,,,"[0.9, 0.3, 30.0, 70.0]"
75,10,2,Attribute,0.7,0.1,1,[],1,0,1,4,1,1,,,,,"[0.7, 0.1, 50.0, 70.0]"
76,10,2,Attribute,0.5,0.3,1,[],1,0,1,3,2,1,,,,,"[10.0, 10.0, 0.5, 0.3]"
77,10,2,Option,0.5,30,2,[ 3.  1.],2,2,0,3,2,1,30,0.1,-1,-2,"[0.1, 0.5, 30.0, 30.0]"
78,10,2,Option,50,0.3,1,[ 4.  2.],2,2,0,3,2,1,70,0.9,1,2,"[0.3, 0.9, 50.0, 70.0]"
79,10,2,Option,70,0.5,2,[ 1.  3.],2,2,0,4,3,1,50,0.1,0,-2,"[50.0, 70.0, 0.1, 0.5]"
80,10,2,Option,70,0.3,1,[ 4.],2,1,0,4,2,0,0.5,,0,,"[70.0, 10.0, 0.3, 0.5]"
81,10,3,Attribute,0.3,0.9,1,[],2,0,0,2,5,1,,,,,"[90.0, 70.0, 0.3, 0.9]"
82,10,3,Option,0.3,90,1,[ 4.  2.],1,2,1,2,5,1,10,0.3,-2,-1,"[0.3, 0.3, 90.0, 10.0]"
83,10,3,Attribute,90,50,1,[ 2.  1.],1,2,1,5,3,1,0.5,0.7,0,1,"[0.7, 0.5, 90.0, 50.0]"
84,10,3,Option,0.3,70,2,[ 3.],2,1,0,2,4,1,10,,-2,,"[0.3, 0.3, 10.0, 70.0]"
85,10,3,Attribute,10,70,2,[ 1.],1,1,1,1,4,1,0.9,,2,,"[0.9, 0.5, 70.0, 10.0]"
86,10,3,Attribute,50,10,2,[],2,0,0,3,1,1,,,,,"[0.9, 0.3, 10.0, 50.0]"
87,10,3,Attribute,70,50,1,[ 3.],1,1,1,4,3,1,0.7,,1,,"[70.0, 50.0, 0.7, 0.9]"
88,10,3,Option,90,0.7,2,[],2,0,0,5,4,1,,,,,"[70.0, 90.0, 0.3, 0.7]"
89,10,3,Option,30,0.9,2,[],2,0,0,2,5,0,,,,,"[0.9, 0.9, 70.0, 30.0]"
90,10,3,Attribute,0.1,0.7,1,[],2,0,0,1,4,1,,,,,"[0.1, 0.7, 90.0, 50.0]"
91,10,3,Attribute,0.5,0.3,2,[],2,0,0,3,2,1,,,,,"[0.3, 0.5, 50.0, 90.0]"
92,10,3,Option,10,0.7,2,[ 1.  3.],2,2,0,1,4,1,70,0.1,1,-2,"[70.0, 10.0, 0.1, 0.7]"
93,10,3,Attribute,0.9,0.3,2,[],2,0,0,5,2,1,,,,,"[0.3, 0.9, 30.0, 70.0]"
94,10,3,Option,0.5,70,2,[ 1.  3.],2,2,0,3,4,1,90,0.3,2,-1,"[90.0, 70.0, 0.3, 0.5]"
95,10,3,Attribute,0.7,0.5,2,[],2,0,0,4,3,1,,,,,"[10.0, 30.0, 0.5, 0.7]"
96,10,3,Option,0.1,10,2,[],1,0,1,1,1,1,,,,,"[30.0, 10.0, 0.1, 0.1]"
97,10,3,Option,50,0.3,2,[],1,0,1,3,2,1,,,,,"[50.0, 50.0, 0.5, 0.3]"
98,10,3,Option,70,0.1,2,[ 3.  1.],1,2,1,4,1,1,70,0.5,1,0,"[0.5, 0.1, 70.0, 70.0]"
99,10,3,Attribute,0.5,0.7,1,[],2,0,0,3,4,1,,,,,"[0.5, 0.7, 10.0, 90.0]"
100,10,3,Attribute,70,90,2,[ 3.],1,1,1,4,5,1,0.7,,1,,"[90.0, 70.0, 0.7, 0.7]"
101,10,3,Attribute,0.3,0.9,2,[],1,0,1,2,5,1,,,,,"[50.0, 10.0, 0.9, 0.3]"
102,10,3,Option,50,0.5,1,[ 4.],1,1,1,3,3,1,0.1,,-2,,"[50.0, 10.0, 0.5, 0.1]"
103,10,3,Attribute,0.9,0.5,1,[],1,0,1,5,3,0,,,,,"[0.9, 0.5, 10.0, 70.0]"
104,10,3,Attribute,0.7,0.1,1,[ 1.],1,1,1,4,1,1,90,,2,,"[90.0, 10.0, 0.7, 0.1]"
105,10,3,Attribute,50,30,1,[ 1.],2,1,0,3,2,1,0.1,,-2,,"[0.1, 0.7, 50.0, 30.0]"
106,10,3,Option,0.7,10,1,[],2,0,0,4,1,1,,,,,"[0.7, 0.3, 10.0, 30.0]"
107,10,3,Attribute,90,30,2,[ 2.],2,1,0,5,2,1,0.7,,1,,"[0.3, 0.7, 30.0, 90.0]"
108,10,3,Attribute,30,70,1,[ 4.],1,1,1,2,4,0,0.1,,-2,,"[30.0, 70.0, 0.1, 0.1]"
109,10,3,Option,0.7,30,2,[ 1.  3.],2,2,0,4,2,1,0.3,10,-1,-2,"[0.3, 0.7, 10.0, 30.0]"
110,10,3,Option,90,0.1,1,[],2,0,0,5,1,1,,,,,"[90.0, 50.0, 0.1, 0.9]"
111,10,3,Attribute,10,10,1,[ 1.],1,1,1,1,1,1,0.5,,0,,"[0.5, 0.3, 10.0, 10.0]"
112,10,3,Option,0.9,30,1,[],1,0,1,5,2,1,,,,,"[30.0, 70.0, 0.9, 0.3]"
113,10,3,Option,0.5,50,1,[ 2.  4.],1,2,1,3,3,1,90,0.1,2,-2,"[50.0, 90.0, 0.5, 0.1]"
114,10,3,Option,0.9,50,2,[],2,0,0,5,3,1,,,,,"[70.0, 50.0, 0.1, 0.9]"
115,10,3,Attribute,0.1,0.1,2,[ 3.],1,1,1,1,1,0,70,,1,,"[0.1, 0.1, 70.0, 90.0]"
116,10,3,Option,10,0.3,1,[],2,0,0,1,2,1,,,,,"[10.0, 30.0, 0.3, 0.7]"
117,10,3,Option,70,0.5,1,[ 4.  2.],2,2,0,4,3,1,70,0.7,1,1,"[0.5, 0.7, 70.0, 70.0]"
118,10,3,Option,0.1,90,1,[],2,0,0,1,5,1,,,,,"[90.0, 50.0, 0.1, 0.7]"
119,10,3,Attribute,30,90,2,[ 3.],1,1,1,2,5,1,0.5,,0,,"[90.0, 30.0, 0.5, 0.5]"
120,10,3,Option,30,0.9,1,[],1,0,1,2,5,0,,,,,"[0.9, 0.7, 30.0, 70.0]"
